,0
4527,mededeling                                         Score: 0.4261421778111302
4528,sterren                                            Score: 0.42609436701679904
4529,wisselstroomdynamo                                 Score: 0.4260830796088764
4530,tin                                                Score: 0.42606333405538094
4531,vji                                                Score: 0.4259194631359663
4532,aeroflow                                           Score: 0.4259132839789126
4533,stabiel                                            Score: 0.4257993419583126
4534,enzmaken                                           Score: 0.42571252134451826
4535,listige                                            Score: 0.42571252134451826
4536,jmi                                                Score: 0.42567360365439355
4537,zuid                                               Score: 0.4256465781230555
4538,betaalbare                                         Score: 0.4256257990761803
4539,philip                                             Score: 0.4254615783249826
4540,streng                                             Score: 0.42521098240574545
4541,legendarische                                      Score: 0.425202463824524
4542,oogt                                               Score: 0.42505562739315034
4543,ipp                                                Score: 0.42482253257794267
4544,aanrijding                                         Score: 0.4247748776313651
4545,meen                                               Score: 0.42456528349916445
4546,landsmeer                                          Score: 0.4245626064700558
4547,llli                                               Score: 0.4245121490603059
4548,bobbel                                             Score: 0.4244392517672396
4549,spi                                                Score: 0.4244361206491882
4550,rieur                                              Score: 0.4243917827002404
4551,immm                                               Score: 0.42432562166794
4552,vedette                                            Score: 0.4242955400792682
4553,boeken                                             Score: 0.424255577563536
4554,bussurn                                            Score: 0.42416237982918603
4555,grip                                               Score: 0.42415276703911464
4556,bezoekje                                           Score: 0.4238835952573391
4557,altiid                                             Score: 0.423745518966349
4558,achterruitwisser                                   Score: 0.4237386083654297
4559,iwm                                                Score: 0.42365028788239967
4560,wfm                                                Score: 0.42363955505254114
4561,jbm                                                Score: 0.42357227128966973
4562,buu                                                Score: 0.42352451574982986
4563,bbt                                                Score: 0.42350315953703854
4564,geselecteerd                                       Score: 0.42346208756867293
4565,zeeburg                                            Score: 0.42328396117557815
4566,school                                             Score: 0.42318774326025016
4567,imotor                                             Score: 0.4230164624887837
4568,ag                                                 Score: 0.42297050394968766
4569,leert                                              Score: 0.42284444262599985
4570,hip                                                Score: 0.4228312597363922
4571,verspreid                                          Score: 0.42275185778762864
4572,uitlaatsysteem                                     Score: 0.4227515811923989
4573,fullsize                                           Score: 0.4227341116037849
4574,aww                                                Score: 0.4226325259788414
4575,pakt                                               Score: 0.4225892308577762
4576,effectief                                          Score: 0.4224584546940687
4577,stem                                               Score: 0.4223814069538423
4578,isn                                                Score: 0.4223317180239243
4579,veloce                                             Score: 0.4223278189250961
4580,hhm                                                Score: 0.42209799397732317
4581,gul                                                Score: 0.4220965087026923
4582,nwe                                                Score: 0.4220734930721471
4583,kritische                                          Score: 0.4220370852427455
4584,ijh                                                Score: 0.42201962418602434
4585,dieselversie                                       Score: 0.42198749714763734
4586,volgen                                             Score: 0.4218636604818898
4587,arodynamisch                                       Score: 0.4218111278108078
4588,motorl                                             Score: 0.4218024327991692
4589,bkr                                                Score: 0.42179354096046656
4590,fip                                                Score: 0.4217843839220941
4591,toeval                                             Score: 0.4217528552184813
4592,console                                            Score: 0.4216952041040882
4593,voorkeuzetoetsen                                   Score: 0.4216725585472321
4594,stormt                                             Score: 0.4215827864575979
4595,maandelijkse                                       Score: 0.42156355526718026
4596,mhi                                                Score: 0.4214990040060709
4597,ife                                                Score: 0.42148806178540554
4598,chassiscabine                                      Score: 0.42144398610141465
4599,spa                                                Score: 0.4214121374588461
4600,flflfl                                             Score: 0.4213831703357673
4601,huissen                                            Score: 0.4213044635540822
4602,recente                                            Score: 0.42123445709285207
4603,uxe                                                Score: 0.42120421935572444
4604,ondergaan                                          Score: 0.42110623390888685
4605,genera                                             Score: 0.42092587814402976
4606,imii                                               Score: 0.4208282271508986
4607,flhr                                               Score: 0.4207106806319032
4608,ervaringen                                         Score: 0.42065690195704997
4609,ohra                                               Score: 0.42065524470562593
4610,financieringsmogelijkheden                         Score: 0.4205481489787636
4611,werkkring                                          Score: 0.4205305113850589
4612,kortingen                                          Score: 0.42047418454319657
4613,bijbehorende                                       Score: 0.42034723600581236
4614,to                                                 Score: 0.41983616760651854
4615,inter                                              Score: 0.419729985091906
4616,evenmin                                            Score: 0.41972711058949297
4617,antiroestbehandeling                               Score: 0.4195244316606777
4618,flm                                                Score: 0.4194858521086144
4619,remdrukregelaar                                    Score: 0.4193537867008976
4620,verlies                                            Score: 0.41932567782132524
4621,wrkelijk                                           Score: 0.41921865949325315
4622,typ                                                Score: 0.41921008033520835
4623,negen                                              Score: 0.41903368647197414
4624,stl                                                Score: 0.41899739016419035
4625,gil                                                Score: 0.41879411587052173
4626,fcs                                                Score: 0.4187513796139922
4627,lastige                                            Score: 0.4186343026640489
4628,toonbeeld                                          Score: 0.418629461303815
4629,electrisch                                         Score: 0.41862745584424155
4630,jwl                                                Score: 0.418625044907777
4631,steekt                                             Score: 0.4185008638624594
4632,beurs                                              Score: 0.41834197498040054
4633,subliem                                            Score: 0.4183288495341313
4634,nis                                                Score: 0.41823623574845736
4635,plat                                               Score: 0.41820917709040056
4636,stereoinbouwset                                    Score: 0.4179743136718827
4637,spring                                             Score: 0.4178984141439106
4638,ger                                                Score: 0.41783209363546425
4639,class                                              Score: 0.4177003376725185
4640,medewerkster                                       Score: 0.41757641452830335
4641,makers                                             Score: 0.4175282872982081
4642,parkeerruimte                                      Score: 0.4174793157629219
4643,bakker                                             Score: 0.4173578796321308
4644,streek                                             Score: 0.4172839541135999
4645,jst                                                Score: 0.4172326820897326
4646,pnizen                                             Score: 0.4171875865653193
4647,trotse                                             Score: 0.41717777721705573
4648,nut                                                Score: 0.41700116227518425
4649,tra                                                Score: 0.41697372436789476
4650,ergonomisch                                        Score: 0.4168667836332148
4651,beoordeeld                                         Score: 0.41684274614327893
4652,wem                                                Score: 0.416812717846289
4653,sneeuw                                             Score: 0.41670692270080045
4654,wei                                                Score: 0.4164424131160376
4655,verwachtingen                                      Score: 0.4164078988318077
4656,dichtst                                            Score: 0.4163681313226423
4657,instrumentarium                                    Score: 0.4162885502858448
4658,afschrijving                                       Score: 0.4160980563212895
4659,reserve                                            Score: 0.4159661299273571
4660,vti                                                Score: 0.4159383382599565
4661,bbr                                                Score: 0.4159057258817166
4662,onderhouden                                        Score: 0.41588882948248507
4663,keukens                                            Score: 0.4158039274820183
4664,hoofdstraat                                        Score: 0.41566892491108515
4665,jlf                                                Score: 0.4156274109806885
4666,voet                                               Score: 0.41561538423773425
4667,durft                                              Score: 0.415600568124747
4668,hoeken                                             Score: 0.4155665893873613
4669,uitlaatgassen                                      Score: 0.4154829314694057
4670,munt                                               Score: 0.4153343982515329
4671,koel                                               Score: 0.41533113063670196
4672,hfi                                                Score: 0.41517425461945234
4673,roadtest                                           Score: 0.4150204303623684
4674,ijw                                                Score: 0.414925891514904
4675,ned                                                Score: 0.4149100528698574
4676,zekere                                             Score: 0.4148833291209945
4677,dagelijkse                                         Score: 0.41475898602992267
4678,indiensttreding                                    Score: 0.41459985096934127
4679,iai                                                Score: 0.41452486463572513
4680,dankt                                              Score: 0.41446013739367044
4681,steden                                             Score: 0.4144557719259573
4682,showmaand                                          Score: 0.41436282824451687
4683,valkenburg                                         Score: 0.4141741542309998
4684,digitale                                           Score: 0.4138250953322787
4685,gekoppeld                                          Score: 0.41371098048411914
4686,vliegt                                             Score: 0.41367813086967486
4687,proeven                                            Score: 0.4136533580155332
4688,deeltjes                                           Score: 0.4135315711158894
4689,jmk                                                Score: 0.41337433467744567
4690,schiet                                             Score: 0.41336439934333724
4691,bsv                                                Score: 0.4133148019505062
4692,audidealer                                         Score: 0.4129901638871565
4693,steken                                             Score: 0.41297989313002226
4694,ini                                                Score: 0.4127342463685069
4695,zat                                                Score: 0.41267280886810015
4696,ifj                                                Score: 0.4125731554434603
4697,klepper                                            Score: 0.41256134404518763
4698,holla                                              Score: 0.41254346660772256
4699,sterkere                                           Score: 0.4124273758840367
4700,giro                                               Score: 0.4120763175914202
4701,aangebracht                                        Score: 0.4119321458662309
4702,razendsnel                                         Score: 0.4118589713997644
4703,verhoogt                                           Score: 0.411732836376455
4704,achterportieren                                    Score: 0.41162824870121595
4705,wetenschap                                         Score: 0.4116279800432206
4706,vll                                                Score: 0.4114750517264569
4707,demonstratiecentrum                                Score: 0.4113982046325432
4708,sek                                                Score: 0.41126097397797046
4709,alfetta                                            Score: 0.411197434005677
4710,moeilijkste                                        Score: 0.4111772845801498
4711,rome                                               Score: 0.4111500258356837
4712,ontdekking                                         Score: 0.4111394433961965
4713,simcadealers                                       Score: 0.4111165252524825
4714,proconten                                          Score: 0.411055637314393
4715,blaricum                                           Score: 0.4110536894566139
4716,uitstappen                                         Score: 0.4109767927071571
4717,fameuze                                            Score: 0.4108519269143201
4718,aftrek                                             Score: 0.41084178543475824
4719,ils                                                Score: 0.4108075152877553
4720,voert                                              Score: 0.41072120849919563
4721,onverwachte                                        Score: 0.41037816312143055
4722,inbouw                                             Score: 0.41021812424713977
4723,eenvoudige                                         Score: 0.4102167938711035
4724,lts                                                Score: 0.40985650855230765
4725,tfm                                                Score: 0.4098390859857779
4726,clo                                                Score: 0.4096660188876103
4727,menige                                             Score: 0.4095789444210195
4728,vennestraat                                        Score: 0.40952435014746813
4729,emmen                                              Score: 0.4094483396851683
4730,luchtgekoelde                                      Score: 0.4094034741390456
4731,ipf                                                Score: 0.40936478013744027
4732,buitenkans                                         Score: 0.40931877842891967
4733,middenin                                           Score: 0.40929424180174245
4734,raa                                                Score: 0.4092922548573248
4735,miljoenen                                          Score: 0.4092844447060793
4736,onge                                               Score: 0.409211534047941
4737,betaalde                                           Score: 0.4091333198341033
4738,vermeld                                            Score: 0.40899480006930256
4739,mevrouw                                            Score: 0.40890363890473064
4740,fiatdeal                                           Score: 0.408894041530205
4741,chocolade                                          Score: 0.4087751137981982
4742,bft                                                Score: 0.4087622631332163
4743,uhi                                                Score: 0.4086945093524012
4744,treingewicht                                       Score: 0.40866698974573124
4745,lente                                              Score: 0.4085964218440275
4746,putters                                            Score: 0.40855008963205197
4747,roofrack                                           Score: 0.4082428166726085
4748,ibt                                                Score: 0.40820360166451075
4749,jongens                                            Score: 0.4080470568055907
4750,telf                                               Score: 0.40804323089334166
4751,ran                                                Score: 0.40794008057683284
4752,geprijsde                                          Score: 0.40792165937564784
4753,telkens                                            Score: 0.40791883088826614
4754,jhh                                                Score: 0.4078824793518365
4755,lai                                                Score: 0.40780416005219544
4756,bezitters                                          Score: 0.4077709558091113
4757,vooren                                             Score: 0.4077360090213639
4758,landstraat                                         Score: 0.40772053789607465
4759,rende                                              Score: 0.4075354943638081
4760,magazijn                                           Score: 0.4074922927198489
4761,sti                                                Score: 0.4073733046538307
4762,uithoudingsvermogen                                Score: 0.4073594176746575
4763,touring                                            Score: 0.407338388910464
4764,wmwm                                               Score: 0.4072944791074106
4765,ish                                                Score: 0.407011539669076
4766,verkoper                                           Score: 0.4069988994968481
4767,pan                                                Score: 0.4069310031576092
4768,verbazing                                          Score: 0.40675261526532647
4769,urvan                                              Score: 0.40673714039848213
4770,specials                                           Score: 0.4066015505206138
4771,boekhandel                                         Score: 0.40653950170483355
4772,vermoeidheid                                       Score: 0.4064501953909001
4773,panorama                                           Score: 0.4064149249378735
4774,ihb                                                Score: 0.4060941368240319
4775,gebouw                                             Score: 0.40575770592823535
4776,leidsestraat                                       Score: 0.40571162097813573
4777,exploitatiekosten                                  Score: 0.4056493416202954
4778,geving                                             Score: 0.4056139161542424
4779,jtl                                                Score: 0.405526654221986
4780,derby                                              Score: 0.4054764768226196
4781,hbb                                                Score: 0.4054381377864852
4782,wilde                                              Score: 0.4054363460351443
4783,amsterdamw                                         Score: 0.4053407168402562
4784,rechtstreeks                                       Score: 0.40533361757347447
4785,fig                                                Score: 0.405258336415015
4786,bijzijnde                                          Score: 0.40520008890455944
4787,knip                                               Score: 0.40519309764014694
4788,imperial                                           Score: 0.40517115208853843
4789,hak                                                Score: 0.40517007893373413
4790,jleonard                                           Score: 0.40511965520958637
4791,iww                                                Score: 0.4050996958444777
4792,revolutionair                                      Score: 0.4050927313631344
4793,tijdig                                             Score: 0.4049226157452892
4794,kado                                               Score: 0.4048971740353785
4795,kooy                                               Score: 0.4048777063648458
4796,particulieren                                      Score: 0.4046592952944638
4797,veruit                                             Score: 0.4046467125881794
4798,snelst                                             Score: 0.4046342241169978
4799,mbt                                                Score: 0.4045415684949141
4800,verzinkt                                           Score: 0.40452455583008656
4801,ffe                                                Score: 0.40448848945398863
4802,gelegen                                            Score: 0.40442325074823404
4803,akties                                             Score: 0.40434015703428744
4804,hondas                                             Score: 0.4043286723143601
4805,mrt                                                Score: 0.40422483442166546
4806,vers                                               Score: 0.40416458439206
4807,arm                                                Score: 0.40415143406562
4808,onweerstaanbaar                                    Score: 0.4041397986872739
4809,zaam                                               Score: 0.40410978074834
4810,wijd                                               Score: 0.4041062569017406
4811,gtsi                                               Score: 0.4040755477704976
4812,steenweg                                           Score: 0.40392414359416634
4813,hoegen                                             Score: 0.40389991297454886
4814,allernieuwste                                      Score: 0.4036668958381364
4815,roosendaal                                         Score: 0.40357319452983037
4816,weekends                                           Score: 0.4035213968558719
4817,haai                                               Score: 0.403498117672156
4818,populariteit                                       Score: 0.40330165272654717
4819,iki                                                Score: 0.4032108107838202
4820,verlangt                                           Score: 0.40302639513471117
4821,uim                                                Score: 0.40272689809831985
4822,veertien                                           Score: 0.4026565061445576
4823,ingenieus                                          Score: 0.40264136057671085
4824,geholpen                                           Score: 0.4025987223843111
4825,holle                                              Score: 0.4022242299583569
4826,leges                                              Score: 0.40216971891185355
4827,control                                            Score: 0.4015497219459439
4828,ving                                               Score: 0.40148498783458936
4829,kentekenbewijs                                     Score: 0.4014389779452175
4830,aanvragen                                          Score: 0.4013103673536586
4831,neckar                                             Score: 0.40129646204063074
4832,armsteunen                                         Score: 0.40126281316600654
4833,centre                                             Score: 0.40112219940751054
4834,tst                                                Score: 0.40097985756301013
4835,gentegreerd                                        Score: 0.400960850110876
4836,lawaai                                             Score: 0.4008966175917429
4837,wbs                                                Score: 0.400886156728482
4838,jhb                                                Score: 0.4008712611451182
4839,afleveringskos                                     Score: 0.40083603968477843
4840,tachtig                                            Score: 0.4005220627791397
4841,bedenk                                             Score: 0.4004779393902101
4842,terrano                                            Score: 0.4004648800810632
4843,bevestigingspunten                                 Score: 0.4003183534999969
4844,stond                                              Score: 0.4002541388073137
4845,schouder                                           Score: 0.4002280488611141
4846,autobedrijven                                      Score: 0.40021208163674143
4847,tieve                                              Score: 0.40019451920468496
4848,sowieso                                            Score: 0.40010844679934116
4849,hhhi                                               Score: 0.4000197248593799
4850,sierstrips                                         Score: 0.3999592606081285
4851,arodynamica                                        Score: 0.39994377488356525
4852,duidelijke                                         Score: 0.39985936439391867
4853,wtt                                                Score: 0.3998345016472752
4854,spoed                                              Score: 0.3998115613085324
4855,caravelle                                          Score: 0.3997838694329885
4856,transparant                                        Score: 0.39978224837699894
4857,ios                                                Score: 0.3995612201613055
4858,onvervormbare                                      Score: 0.3995072796242912
4859,ontvangst                                          Score: 0.3992229032160451
4860,louter                                             Score: 0.39908760184528863
4861,dichtbij                                           Score: 0.39888382771026654
4862,americain                                          Score: 0.3988786642933627
4863,vant                                               Score: 0.3988547039575504
4864,dergelijke                                         Score: 0.3987949955991876
4865,safe                                               Score: 0.39878624151534536
4866,ing                                                Score: 0.398590013142707
4867,golden                                             Score: 0.3984907489447731
4868,mustang                                            Score: 0.398479095353434
4869,raden                                              Score: 0.39846703944278794
4870,montego                                            Score: 0.39844350164991393
4871,bovenstaande                                       Score: 0.398363065701249
4872,chef                                               Score: 0.3983568227677733
4873,zeist                                              Score: 0.3982995211679588
4874,fjm                                                Score: 0.39824031017625955
4875,telefonische                                       Score: 0.39823905585902414
4876,efficiency                                         Score: 0.3982009528107257
4877,efficint                                           Score: 0.3980945889915582
4878,uitlacht                                           Score: 0.3980871048347306
4879,mische                                             Score: 0.3980469464003679
4880,jjb                                                Score: 0.39791620952342194
4881,francs                                             Score: 0.3978263680664126
4882,overtreft                                          Score: 0.39775967203718454
4883,aankomt                                            Score: 0.3977570677597432
4884,ondermeer                                          Score: 0.3972895820953948
4885,hbk                                                Score: 0.39706577722861436
4886,slaap                                              Score: 0.3969742581451858
4887,drastisch                                          Score: 0.3969511618556612
4888,wederom                                            Score: 0.39677613962547603
4889,ede                                                Score: 0.3967078444025376
4890,senator                                            Score: 0.3967038643636132
4891,prijsvraag                                         Score: 0.39661255728198647
4892,fotos                                              Score: 0.39653844098012386
4893,lekkerste                                          Score: 0.3965024377122781
4894,dmpk                                               Score: 0.39628241988133184
4895,iffi                                               Score: 0.39623025263855216
4896,alphen                                             Score: 0.39612042652749063
4897,ronduit                                            Score: 0.39607332002784035
4898,nfl                                                Score: 0.39604844095774316
4899,mot                                                Score: 0.396044704386602
4900,studenten                                          Score: 0.3958908095967386
4901,expression                                         Score: 0.395867234672456
4902,panhard                                            Score: 0.39566169527107686
4903,positie                                            Score: 0.39557697938530517
4904,staaltjes                                          Score: 0.3955234158698094
4905,zijdelweg                                          Score: 0.395471540651885
4906,waterpomp                                          Score: 0.3954483381453033
4907,japans                                             Score: 0.3951734890327031
4908,nij                                                Score: 0.3950570594775383
4909,rumoerig                                           Score: 0.3948462237369525
4910,seconde                                            Score: 0.39479466338075186
4911,gevormd                                            Score: 0.3945826599942855
4912,lit                                                Score: 0.3945264097710548
4913,hbl                                                Score: 0.39448511841589445
4914,vereniging                                         Score: 0.39443849969236366
4915,toerwagens                                         Score: 0.3943765323867678
4916,dere                                               Score: 0.3943725463694185
4917,bestuurders                                        Score: 0.39428739678534247
4918,bendix                                             Score: 0.39427427684042127
4919,prijz                                              Score: 0.3941974045701955
4920,sierlijsten                                        Score: 0.3940562827691994
4921,gebaar                                             Score: 0.39404272480491165
4922,hbh                                                Score: 0.39387834188859544
4923,gezins                                             Score: 0.39385097684732945
4924,vreemd                                             Score: 0.39384745852229247
4925,remt                                               Score: 0.393634279930997
4926,jlt                                                Score: 0.39354268326621034
4927,fox                                                Score: 0.3935334929691285
4928,schakelende                                        Score: 0.39350206803595
4929,beloond                                            Score: 0.3934771555926097
4930,cai                                                Score: 0.39345180569893257
4931,ace                                                Score: 0.3934484365512668
4932,spreekwoordelijk                                   Score: 0.39344083816607645
4933,aangewezen                                         Score: 0.39340164610698636
4934,flp                                                Score: 0.3933213048065654
4935,bericht                                            Score: 0.3932978855282176
4936,fes                                                Score: 0.39320965882820547
4937,fiatonderdelen                                     Score: 0.39318227388058113
4938,sol                                                Score: 0.39315000257034843
4939,bucketseats                                        Score: 0.39296835033973376
4940,vanette                                            Score: 0.39292279800659574
4941,uitstraling                                        Score: 0.3928609670364173
4942,reyne                                              Score: 0.39269623459827846
4943,verzonken                                          Score: 0.39266587753963494
4944,afgezien                                           Score: 0.3924597768732591
4945,wijzen                                             Score: 0.39228999612796606
4946,ruit                                               Score: 0.3922786303659936
4947,hoedenplank                                        Score: 0.3922065392857233
4948,daarentegen                                        Score: 0.3922051318757752
4949,lou                                                Score: 0.3920701865260491
4950,berijdt                                            Score: 0.39188465943129414
4951,advis                                              Score: 0.3918345953217223
4952,llv                                                Score: 0.39178938738306573
4953,gedistingeerd                                      Score: 0.39165174948804526
4954,amersfoortsestraatweg                              Score: 0.3916354906143801
4955,dub                                                Score: 0.391622358498626
4956,loodvrije                                          Score: 0.39159339751476496
4957,wagons                                             Score: 0.3914813256450136
4958,slagzin                                            Score: 0.39135311175943965
4959,taties                                             Score: 0.3913448888617608
4960,aangedreven                                        Score: 0.39124110653629923
4961,pracht                                             Score: 0.3912164414527192
4962,draaiende                                          Score: 0.39117217209983873
4963,kocht                                              Score: 0.3910958823324976
4964,impala                                             Score: 0.3909836493025233
4965,zwaardere                                          Score: 0.3909183010869188
4966,fti                                                Score: 0.39078482883685967
4967,conventionele                                      Score: 0.390547691917739
4968,por                                                Score: 0.3905300432246317
4969,keiharde                                           Score: 0.3904281297267347
4970,kaartleeslampje                                    Score: 0.39009863345040097
4971,inv                                                Score: 0.39009615839013473
4972,kleiner                                            Score: 0.3900620865826141
4973,stabilisator                                       Score: 0.3900341519258994
4974,muzikale                                           Score: 0.3898928470205361
4975,aktieve                                            Score: 0.3898555696775996
4976,modieuze                                           Score: 0.38981366744460594
4977,autovisie                                          Score: 0.3897573729170899
4978,infodisplay                                        Score: 0.3897245155006527
4979,beschermen                                         Score: 0.3897225156191302
4980,integendeel                                        Score: 0.389639477437946
4981,eeuw                                               Score: 0.3896296909705278
4982,brood                                              Score: 0.3893837370438149
4983,jis                                                Score: 0.3893824410124681
4984,vermelde                                           Score: 0.38934163426855267
4985,peter                                              Score: 0.38934104826027605
4986,bsh                                                Score: 0.3892992209886015
4987,opvolger                                           Score: 0.3892872589923108
4988,geavanceerd                                        Score: 0.38928538284486625
4989,sft                                                Score: 0.3892452492320438
4990,gelijke                                            Score: 0.38923118754267627
4991,star                                               Score: 0.38915277490984784
4992,priis                                              Score: 0.38910919916285824
4993,voornemen                                          Score: 0.38880702750575263
4994,verlicht                                           Score: 0.3888026463985555
4995,klep                                               Score: 0.38856437676126293
4996,bang                                               Score: 0.3885467587507436
4997,verricht                                           Score: 0.3883198044347743
4998,variatie                                           Score: 0.3883129151568506
4999,middenklassers                                     Score: 0.38803817322819534
5000,gemeten                                            Score: 0.3878971878440236
5001,doordat                                            Score: 0.3878158392555863
5002,speelman                                           Score: 0.3877975825840157
5003,trainen                                            Score: 0.38770365020044095
5004,wibautstr                                          Score: 0.3875056226837499
5005,waarover                                           Score: 0.3874480710406202
5006,vertoon                                            Score: 0.3873352695982612
5007,verkrijgen                                         Score: 0.3872882868603035
5008,bochtenwerk                                        Score: 0.3871737248962864
5009,diploma                                            Score: 0.3871272969720767
5010,temperamentvol                                     Score: 0.3871212082305142
5011,tenzij                                             Score: 0.3871186618269444
5012,strand                                             Score: 0.38711714866905694
5013,helaas                                             Score: 0.3870751815789508
5014,soires                                             Score: 0.3870272237792822
5015,reparatiekosten                                    Score: 0.38701791855311785
5016,verre                                              Score: 0.3869421676246484
5017,koreaans                                           Score: 0.3868578467879288
5018,verpakt                                            Score: 0.38678223638542175
5019,multipla                                           Score: 0.38677679405763693
5020,leeuwen                                            Score: 0.38675197102011055
5021,stemming                                           Score: 0.38671495556151747
5022,microbus                                           Score: 0.3866779396406508
5023,tons                                               Score: 0.38662173869965805
5024,knappe                                             Score: 0.38656934235741264
5025,zijkant                                            Score: 0.38651477610893736
5026,cilinderinhoud                                     Score: 0.38649082332099527
5027,aak                                                Score: 0.38637674268882294
5028,custom                                             Score: 0.386347010784488
5029,tevredenheid                                       Score: 0.3863033521795854
5030,geprofileerde                                      Score: 0.38620238595240935
5031,bergstraat                                         Score: 0.3861729619477036
5032,noo                                                Score: 0.38600051644994116
5033,pmnd                                               Score: 0.3859443885351165
5034,besloten                                           Score: 0.38592032705695156
5035,rallyes                                            Score: 0.3857263114093939
5036,warner                                             Score: 0.38532520351515126
5037,practische                                         Score: 0.3851560111127555
5038,pres                                               Score: 0.38507115327084107
5039,jkl                                                Score: 0.38501636613620327
5040,fim                                                Score: 0.3850076470108101
5041,gekontroleerd                                      Score: 0.3848988566257487
5042,hsi                                                Score: 0.384759715851632
5043,experts                                            Score: 0.38463615681521823
5044,hff                                                Score: 0.3845278933259482
5045,kll                                                Score: 0.38449036157662636
5046,schijfrem                                          Score: 0.38448988400118733
5047,financieringsmaatschappij                          Score: 0.3844471351659228
5048,hoverlloyd                                         Score: 0.38443053447414516
5049,vliegen                                            Score: 0.38440571774023985
5050,wekt                                               Score: 0.3843684469341961
5051,waanzinnig                                         Score: 0.3843677421680412
5052,bti                                                Score: 0.3842903750949002
5053,divers                                             Score: 0.384175598655213
5054,pech                                               Score: 0.3841116276228715
5055,traject                                            Score: 0.3839577925245785
5056,closeratio                                         Score: 0.38378167462579393
5057,hil                                                Score: 0.3837382239657578
5058,benzineof                                          Score: 0.38363492146554623
5059,tut                                                Score: 0.3836172581367656
5060,vaa                                                Score: 0.3835775081929786
5061,uut                                                Score: 0.38351309305789266
5062,spoedig                                            Score: 0.3834904562546917
5063,snelheidsmeter                                     Score: 0.3834719122833769
5064,wffl                                               Score: 0.38346766534227056
5065,verbazend                                          Score: 0.38337114243047266
5066,boekeloseweg                                       Score: 0.3832738096824271
5067,inrichting                                         Score: 0.3832255697852982
5068,gereserveerd                                       Score: 0.3832219319480473
5069,betreffende                                        Score: 0.3831287962972715
5070,boodschappen                                       Score: 0.38296358940258135
5071,veiligheidsriemen                                  Score: 0.3828613065368619
5072,gezonde                                            Score: 0.38285882797346515
5073,occasionshow                                       Score: 0.382820987002344
